ghi_10min,air_temp,
212.9,15.5,1
246.9,16.24,1
280.6,17.3,1
315.4,17.98,1
349.8,18.5,1
383.2,18.94,1
416.2,19.7,1
449.2,20.1,1
481.3,20.24,1
512.4,20.4,1
542.1,20.92,1
572.2,20.92,1
600.9,21.38,1
627.6,21.9,1
655.2,21.94,1
679.8,22.16,1
705,23.28,1
727.5,23.6,1
748.9,23.4,1
768.1,23.6,1
787.9,23.7,1
806,23.54,1
822,23.98,1
836,24.08,1
848,23.76,1
859,23.8,1
866,24,1
875,24.22,1
881,24.8,1
884,24.52,1
885,25.68,1
886,26.18,1
884,25.66,1
881,25.74,1
875,25.9,1
866,25.9,1
858,26.04,1
851,26.6,1
839,26.24,1
825,26.46,1
808,26.5,1
794.2,26.46,1
775.3,26.24,1
757.2,26.32,1
734,27.78,1
711.1,27.5,1
683.1,27.26,1
658.7,27.44,1
632.4,26.18,1
607.1,26.3,1
580.8,26.94,1
551.9,27.26,1
520.5,26.94,1
491.9,27.54,1
459.8,27,1
427.9,26.5,1
398.2,26.72,1
363.8,26.3,1
328.9,26.26,1
295.8,26.3,1
262.8,26.2,1
228.5,26.32,1
196.7,26.2,1
163.4,25.92,1
132,26.2,1
100.2,25.96,1
70.75,25.58,1
41.05,24.7,1
17.62,24.24,1
2.46,23.5,1
4.15,13.5,1
7.21,13.6,1
27.84,12.9,1
43.35,13.1,1
59.94,13,1
115.8,13.1,1
139.3,13.62,1
144.1,14.4,1
226.7,14.86,1
203.3,15.8,1
199.6,16.5,1
326.3,17.08,1
364.2,18.16,1
400.6,18.1,1
435.5,19.1,1
456.3,19.3,1
509.3,19.86,1
522.5,20.92,1
563.6,21.24,1
581.1,22.4,1
629.4,22.84,1
644,23.44,1
629,23.46,1
698.8,23.84,1
670.4,23.82,1
676.5,24.24,1
603.7,24.86,1
763.8,24.86,1
590.2,25.6,1
764.4,24.56,1
827,25.5,1
776.4,25.44,1
804,26,1
800,25.7,1
867,25.8,1
911,26.8,1
792.2,27.46,1
863,27.34,1
837,27.42,1
866,28.1,1
822,27.48,1
877,28.94,1
835,28.04,1
895,28.9,1
814,29.2,1
674.9,29.2,1
747,28.4,1
849,29.6,1
823,30.2,1
792,30.36,1
627.9,29.58,1
763.1,29.44,1
735.7,30.28,1
684.2,30.68,1
647.8,30.4,1
593.3,28.68,1
630.1,29,1
509.1,29.68,1
573.5,30.4,1
364.8,29.08,1
470.2,29.54,1
460.8,29.3,1
466.5,29,1
345.2,29,1
363.8,28.9,1
324.6,28.92,1
272.7,29,1
219.9,28.8,1
171.4,28.46,1
173.5,28.7,1
187.8,28.3,1
121.4,27.9,1
129.5,27.54,1
86.3,27.14,1
57.96,27.3,1
26.46,26.22,1
12.69,25.32,1
1.21,24.7,1
4.56,11.8,1
7,11.92,1
25.67,11.9,1
59,12,1
68.09,12.3,1
130.9,13.06,1
166.4,13.46,1
139.8,13.9,1
240.7,14.8,1
278.5,15.6,1
289.7,16.18,1
310.7,16.72,1
329.4,17.4,1
372.3,17.44,1
429.2,18,1
441.8,18.06,1
507.1,18.36,1
534,18.52,1
560,19.16,1
588.6,19.2,1
577.2,19.5,1
678.1,20.02,1
712.8,20.46,1
729.6,21.1,1
701.8,21.86,1
570.5,21.82,1
590.7,21.82,1
786.7,22.1,1
803,23,1
812,22.98,1
835,22.86,1
847,23.74,1
861,23.1,1
871,23.42,1
878,23.54,1
882,24.78,1
885,25.26,1
887,24.64,1
888,23.92,1
889,24.66,1
884,24.72,1
878,25.2,1
869,25.92,1
861,26.26,1
841,27.1,1
815,26.6,1
737.1,25.92,1
729.3,26.42,1
762.2,26.8,1
788.4,27,1
740.7,27.24,1
774.9,28,1
721.3,27.88,1
639.9,26.98,1
700.3,27.26,1
509.6,27.78,1
656.5,27.92,1
587,27.7,1
439.3,27.6,1
401.5,27.12,1
255.4,26.9,1
221.3,25.92,1
256,25.8,1
206.1,25.5,1
543.3,25.66,1
474.4,26.2,1
375.5,26.5,1
264,26.7,1
199.9,26.88,1
67.13,25.88,1
193.5,25.5,1
79.08,25.46,1
67.55,24.5,1
58.76,23.94,1
64.94,23.6,1
49.68,23.2,1
15.68,22.6,1
1.82,22,1
6.76,10.2,1
12.59,10.58,1
43.05,10.4,1
77.87,10.6,1
110.8,11.28,1
137.7,12,1
173.2,12.66,1
208.2,13.14,1
242.2,13.46,1
276,14.12,1
310.5,15.12,1
345.5,15.8,1
380.9,16.28,1
415.2,16.8,1
447.6,17.26,1
481.4,18.02,1
513.5,18.92,1
544.4,19.4,1
573.1,20,1
602.1,20.5,1
630.9,21.22,1
657.2,21.56,1
684,21.94,1
709.5,22.54,1
732.5,22.7,1
756.6,22.9,1
778.2,23.4,1
798.4,24.02,1
818,24.76,1
837,24.58,1
851,24.7,1
865,24.92,1
875,25.44,1
885,25.9,1
894,26.5,1
897,26.44,1
900,26.7,1
902,26.7,1
909,27.48,1
904,27.4,1
904,27.2,1
898,27.64,1
892,27.96,1
890,28.16,1
877,28.76,1
866,28.44,1
856,28.38,1
837,28.48,1
829,28.7,1
810,28.86,1
789.3,28.6,1
769.2,28.86,1
745.9,29.08,1
723.8,29,1
700.8,29,1
671.5,29.4,1
647.1,29.12,1
623.6,29.8,1
593,29.7,1
561.1,29.7,1
531.3,29.5,1
503.5,29.18,1
465.6,29.3,1
434.2,29.84,1
403.2,29.18,1
371.8,28.64,1
342.8,28.6,1
301.2,29,1
272.5,28.5,1
209.4,28.22,1
197.2,27.6,1
170.3,26.88,1
58.44,27.2,1
56.11,26.5,1
42.39,26.02,1
36.17,24.84,1
18.33,24.2,1
3.17,23.58,1
3.84,11.2,1
6.58,11.16,1
40.24,11.4,1
39.39,11.6,1
55.27,12,1
54.29,11.9,1
63.35,12.3,1
73.22,12.74,1
82.2,13.2,1
88,13.34,1
90.4,13.42,1
114.6,13.9,1
343.1,14.58,1
447.8,16.24,1
485.6,17.96,1
464.5,19,1
438,19.22,1
527,19.3,1
441.6,19.84,1
458.5,20,1
247.5,20.2,1
480.5,20.22,1
449.2,20.72,1
395.4,21,1
486.3,21.4,1
477.3,21.8,1
443,22.26,1
437.6,22.1,1
483.3,22.4,1
727.4,23,1
778.7,23.5,1
869,24.4,1
912,24.7,1
918,24.8,1
894,25.16,1
878,25.64,1
915,25.46,1
911,26.36,1
909,26.82,1
914,26.6,1
900,27.1,1
912,26.9,1
748.7,27.66,1
855,27.64,1
734,27.8,1
757.7,28.1,1
710.5,27.82,1
678.1,28.2,1
619.6,27.26,1
483.1,27.82,1
538.7,27.76,1
487.8,27.5,1
433.8,27.4,1
419.4,27.1,1
477.1,27.16,1
443.9,27.28,1
422.7,27.6,1
417.9,27.88,1
391.1,27.56,1
378.9,27.4,1
349,27.4,1
312.9,27.3,1
277.7,27.1,1
241.6,27,1
213.2,26.8,1
207.5,24.8,1
186.8,24.4,1
173,23.9,1
156.1,23.7,1
143.2,23.4,1
117.7,23.2,1
101,22.7,1
84.9,22.5,1
69.03,22.2,1
55.6,21.7,1
39.66,21.3,1
22.45,21.08,1
8.17,20.7,1
2.97,8.56,1
6.73,8.5,1
16.82,8.58,1
45.19,8.7,1
77.2,8.9,1
103.1,9.2,1
133.7,9.64,1
168,10.2,1
202.4,10.3,1
234.4,10.7,1
266.6,11.2,1
283.4,11.6,1
227.9,11.7,1
330.6,11.92,1
497,12.3,1
194.2,12.2,1
252.1,12.7,1
294.7,12.3,1
372.9,12.74,1
287.2,12.6,1
482.7,13.1,1
419.4,13.4,1
459.1,13.24,1
760.4,14.28,1
778,14.2,1
823,15.08,1
782.5,15.2,1
837,15.16,1
531.9,15.94,1
821,16.02,1
742.8,16.66,1
831,17.28,1
852,17.4,1
852,17.98,1
860,17.8,1
868,18.24,1
879,19.24,1
884,19.6,1
885,19.5,1
886,20,1
886,19.6,1
886,20.6,1
880,19.96,1
876,20.3,1
869,20.26,1
860,20.9,1
850,21.42,1
838,21.1,1
822,21.78,1
808,21.82,1
794,21.14,1
776.9,22.36,1
759.4,21.94,1
735.4,21.84,1
714.2,21.8,1
687.8,21.2,1
661.7,22.24,1
635,22.8,1
608.5,22.52,1
580,21.8,1
551.9,22.4,1
520.2,22,1
489,22.24,1
459.2,22.16,1
427.8,22,1
397.4,22,1
361.2,21.94,1
331.1,22.4,1
297.2,22,1
263.7,21.8,1
229.2,21.8,1
199.7,21.18,1
168.1,21,1
136.3,20.84,1
105.9,20.28,1
75.91,19.86,1
47.53,19.26,1
24.67,18.7,1
7.05,17.78,1
2.46,10.4,1
1.5,10.4,1
9.81,10.4,1
17.89,10.3,1
28.31,10.4,1
36.87,10.5,1
53.38,10.5,1
69.71,10.6,1
66.78,10.8,1
88.7,10.8,1
113.5,11.18,1
160.6,11,1
199.5,11.3,1
214.7,11.6,1
224.3,12.16,1
213.3,12.7,1
187.6,13.1,1
363.7,12.96,1
252.9,13.4,1
468.1,14.12,1
629.6,14.22,1
674.8,14.56,1
685.8,15.82,1
542.1,16.42,1
435.8,15.5,1
887,15.8,1
751.9,15,1
799.9,15.34,1
829,15.5,1
834,16.52,1
847,16.9,1
854,17.28,1
872,17,1
884,17.3,1
894,18.1,1
905,18.7,1
911,18.4,1
915,18.6,1
918,19.74,1
919,20.08,1
921,20.68,1
913,20.8,1
909,21.44,1
903,22.16,1
896,22.68,1
887,23.58,1
874,24.06,1
861,24.06,1
841,25.12,1
828,25.48,1
810,26.1,1
793.7,26.3,1
774,26.32,1
751.6,26.5,1
728.1,26.8,1
707.4,26.62,1
678.7,26.94,1
654.4,27.02,1
626.8,27.2,1
600.3,27.04,1
570.5,27.5,1
540.5,27,1
509,26.94,1
477.1,26.8,1
443.9,27,1
411,26.6,1
377.9,26.7,1
344.7,26.3,1
310.8,26.3,1
277.5,26.3,1
243.8,26.1,1
211.5,25.8,1
177.6,25.7,1
145.6,25.5,1
113.2,25.4,1
81.8,25.3,1
51.68,24.88,1
26.11,24.42,1
6.95,23.7,1
3.95,7.78,1
2.6,8.3,1
24.09,8.68,1
56.91,9.04,1
91.8,9.1,1
119.5,9.6,1
149.2,10.56,1
183.4,11.52,1
220.3,12.1,1
254.2,12.84,1
290,13.5,1
327.4,14.06,1
363.2,14.34,1
400.3,15,1
430,16.04,1
464.6,16.4,1
490.3,16.82,1
501.2,17,1
546.7,17.1,1
522.3,16.9,1
625.2,18,1
649.2,18.6,1
678.9,19.06,1
693.6,18.9,1
718.2,20,1
729.8,20.42,1
757.8,19.88,1
776.4,20.28,1
798.2,20.22,1
806,20.12,1
831,20.86,1
851,20.92,1
865,21,1
875,21.22,1
883,21.9,1
892,22.4,1
899,23.02,1
908,22.8,1
910,23.5,1
913,23.22,1
911,23.6,1
911,24.3,1
909,23.54,1
903,23.36,1
896,23.42,1
890,24.22,1
869,24.18,1
865,24.64,1
846,24.82,1
829,25.2,1
804,25.68,1
803,25.82,1
784.2,25.56,1
763.8,25.12,1
732.4,25.6,1
709.9,25,1
673,25.6,1
514,25.3,1
629.6,25.32,1
629.2,24.4,1
599.7,25.12,1
555.6,25.18,1
517.9,25.76,1
485.9,25,1
455.6,24.7,1
423.1,24.74,1
376.6,24.7,1
346,24.56,1
268.2,24.6,1
209.5,24.34,1
186.9,23.9,1
163.5,23.7,1
114,23.8,1
123.7,23.8,1
83.6,23.4,1
73.54,22.9,1
66.08,22.48,1
29.15,22,1
9.91,21.34,1
0.78,20.74,1
5.64,9.34,1
10.16,9.16,1
46.06,9.8,1
79.4,10.32,1
109,10.9,1
140.7,11.26,1
172.9,11.72,1
207.5,12.3,1
242.1,13.06,1
276.9,13.7,1
311.1,14.2,1
344.5,14.46,1
378.6,14.9,1
413.1,15,1
445.9,15.66,1
478.3,15.58,1
510.4,15.92,1
543.5,16.9,1
575.5,17.5,1
603.8,18.44,1
631.2,18.64,1
658.9,18.9,1
685,19.6,1
711,19.72,1
734.5,20.3,1
759.2,20.2,1
782.7,19.86,1
799.7,20.5,1
820,20.6,1
836,21.3,1
846,20.94,1
864,22.56,1
877,21.34,1
886,22.68,1
900,23.1,1
913,23.42,1
922,23.4,1
884,23.8,1
881,24.26,1
935,24.4,1
923,23.72,1
915,23.2,1
910,25,1
906,25.06,1
896,24.24,1
883,24.2,1
872,24.82,1
861,25.66,1
843,26.1,1
840,27.2,1
873,27.4,1
622.5,27.4,1
702.8,27.34,1
522.9,27.46,1
726.7,27.4,1
691.3,27.64,1
675.9,27.7,1
660,28.62,1
620.2,28.3,1
592.4,28.34,1
554.2,28.4,1
526.9,28.4,1
485.7,27.84,1
461.9,27.76,1
432.2,28,1
396.6,27.5,1
343.3,27.5,1
339.2,27.18,1
296.6,27.2,1
266.1,27.2,1
224.6,27.1,1
189.5,27.1,1
169.8,26.7,1
155.1,26.5,1
77.14,26.2,1
51.96,25.94,1
38.03,25.5,1
19.15,25.2,1
4.54,24.88,1
3.84,9.6,1
3.41,9.7,1
26.02,10.2,1
56.17,10.86,1
89.7,10.9,1
116.1,11.56,1
147.5,12.3,1
181,13.1,1
213.8,14.26,1
246.8,15.12,1
281.5,15.4,1
316.7,15.5,1
353.8,15.9,1
390.4,16.36,1
408.5,17.3,1
453.1,17.6,1
490.7,18,1
517,18.34,1
521.4,18.8,1
560,19.5,1
603.2,19.8,1
631.2,20.22,1
658.9,20.4,1
674.3,20.8,1
667.5,21.24,1
732.7,21.74,1
749.7,22.1,1
751.9,22.48,1
807,22.86,1
773.1,23.12,1
783.8,23.02,1
825,23.7,1
857,23.1,1
880,23.94,1
865,24.5,1
880,24,1
910,24.5,1
819,24.5,1
925,24.76,1
919,25,1
939,25.22,1
623.8,24.88,1
861,24.8,1
873,25.72,1
897,26.24,1
935,26.08,1
943,26.28,1
952,26.8,1
516.9,26.4,1
508.7,26.3,1
603.9,26.06,1
396.2,26.6,1
859,26.86,1
709,26.94,1
368.4,26.6,1
780.8,26.9,1
537.7,27.02,1
765.1,26.92,1
568,26.8,1
324.7,26.7,1
409,26.3,1
294.3,26.3,1
276.5,26.1,1
299.5,26.1,1
429.2,26.1,1
362.7,26.46,1
414.1,26.28,1
365.1,26.86,1
324.9,26.6,1
288.6,26.94,1
252.1,26.52,1
221.9,27.22,1
187.5,27.1,1
155.4,26.8,1
123,26,1
90.6,25.7,1
62.3,25.5,1
36.67,25.1,1
13.23,24.7,1
2.86,24.1,1
4.66,11.7,1
6.29,11.2,1
32.34,11.26,1
64.7,11.74,1
99.7,12.2,1
124.1,12.54,1
157.1,13.6,1
191.4,14.74,1
224.4,15.5,1
257.5,16.64,1
290.4,17.5,1
324.5,17.9,1
358.2,18.52,1
390.9,19.28,1
424,19.4,1
456.7,19.64,1
487.6,20.1,1
518.4,20.9,1
549.5,21.12,1
579.5,21.6,1
607.8,21.18,1
638.5,21.66,1
677.9,21.9,1
595.5,22.1,1
697.8,23.04,1
737.2,22.8,1
752.8,22.4,1
732.8,22.64,1
805,23.64,1
814,23.7,1
826,24.28,1
847,24.12,1
860,24.1,1
872,24.3,1
884,25.2,1
895,25.44,1
901,25.62,1
909,26.48,1
919,26.78,1
902,26.18,1
844,26.7,1
913,27.38,1
915,26.86,1
906,27.32,1
878,27.46,1
866,27.6,1
880,27.78,1
862,28.4,1
849,28.5,1
833,28.2,1
809,28.2,1
793.8,28.48,1
772.2,28.64,1
751.9,27.82,1
734.2,28.92,1
680.8,28.24,1
662.8,28.66,1
662.3,28.62,1
627.2,28.9,1
600.2,28.42,1
565.9,28.3,1
529.1,28.6,1
501.1,28.54,1
473.6,28,1
446.6,27.56,1
416.3,27.62,1
382.3,27.66,1
346.4,27.3,1
314.6,27.3,1
280.1,26.68,1
246.8,26.44,1
215.5,26.2,1
183.1,25.52,1
150.5,24.9,1
103.1,24.22,1
37.32,23.7,1
58.72,23.1,1
10.09,22.5,1
5.13,21.88,1
1.32,21.16,1
3.84,10.1,1
5.75,9.98,1
30.05,10.36,1
67.75,11.08,1
94.3,11.98,1
117.9,12.7,1
150.8,13.1,1
183.9,13.5,1
216.7,13.92,1
222.8,14.2,1
281.2,14.68,1
315,15.08,1
348.3,15.88,1
381.2,16.7,1
413.1,16.8,1
444,17.2,1
477.3,17.6,1
512.4,18,1
531,18.5,1
559.6,18.9,1
580.2,18.9,1
620.1,19.42,1
656.9,19.6,1
661.4,20.12,1
698.9,20.2,1
726.3,20.8,1
746,20.8,1
753.7,21.2,1
786.8,21.32,1
799.9,21.62,1
817,22.24,1
838,21.96,1
850,22.72,1
853,22.98,1
876,23.2,1
886,23.44,1
893,23.5,1
902,23.52,1
921,24.34,1
906,24.36,1
917,24.5,1
853,24.7,1
815,25.38,1
886,24.8,1
654.4,25.5,1
813,25.6,1
893,25.6,1
909,26.18,1
730.2,25.6,1
873,26.16,1
743.6,26,1
808,26.8,1
831,26.2,1
509.3,26.98,1
712,26.5,1
756.4,26.98,1
484.6,26.74,1
394.2,26.3,1
684.9,26.58,1
674.4,26.6,1
566.3,27.22,1
228.6,26.7,1
341.6,27,1
454.3,26.94,1
520.2,27.1,1
364.6,27.18,1
359.6,27.04,1
390.9,27.1,1
351.1,27.26,1
303.3,27.26,1
256.2,27.4,1
154.4,26.3,1
159.8,25.16,1
157.3,24.44,1
127.9,23.56,1
90,22.88,1
53.93,22.4,1
29.04,21.88,1
10.61,21.24,1
2.71,20.52,1
3.13,9.7,1
3.41,9.3,1
20.66,9.3,1
45.49,9.4,1
69.73,9.5,1
101.1,10.02,1
130.6,10.3,1
164.1,10.5,1
198.2,10.8,1
229.7,11.2,1
260.8,11.6,1
295,12,1
329.9,12.4,1
361.9,12.46,1
395.5,13.2,1
429.6,13.3,1
463.1,13.58,1
498.2,14.1,1
534.2,14.24,1
538.1,14.9,1
590.3,15.5,1
628,15.68,1
643.2,15.54,1
676.5,16.2,1
706.5,16.4,1
733.2,16.54,1
761.4,17.02,1
760.4,17.5,1
777.2,17.68,1
783.4,17.96,1
843,18.58,1
818,18.9,1
790.9,19.1,1
863,19.1,1
756.6,19.2,1
818,19.12,1
907,20.3,1
913,20.42,1
916,21,1
923,21.2,1
922,21.2,1
921,21.42,1
916,21.86,1
914,21.5,1
911,22.54,1
897,22.98,1
887,22.6,1
869,22.98,1
870,23.5,1
853,23.32,1
836,24.18,1
818,23.12,1
798.8,23.54,1
780.4,24.02,1
760.6,24.24,1
735.8,23.88,1
710.7,24.88,1
678.5,24.9,1
649.6,24.6,1
622.3,24.68,1
589.1,24.22,1
563.4,23.96,1
528.3,24.12,1
501.5,24.3,1
470.8,24.26,1
433.6,23.6,1
400.9,23.9,1
372.9,23.3,1
347.2,23.5,1
291.8,23.24,1
276.6,22.66,1
213.8,22.3,1
203.2,22,1
177.3,21.96,1
129.6,21.6,1
105.3,21.1,1
74.66,20.82,1
53,20.32,1
27.23,19.64,1
11.2,18.94,1
0.87,18.38,1
5.43,9.8,1
9.48,9.9,1
26.92,9.9,1
66.33,10,1
95.8,10.5,1
122.6,10.5,1
153.9,11.12,1
176.5,11.86,1
218.6,12.44,1
258.1,13.4,1
242.2,14,1
327.2,14.2,1
362.8,14.58,1
395.1,15.14,1
427,15.6,1
458.8,16.5,1
490.7,16.2,1
521.5,16.56,1
553.9,17.12,1
586.1,17.84,1
617.2,18.5,1
647.4,18.84,1
679.7,19.56,1
715.9,19.74,1
735,20.2,1
725.8,20.56,1
694,20.9,1
812,21.04,1
871,21.6,1
741.2,21.98,1
839,22.28,1
881,22.1,1
837,22.4,1
885,22.5,1
894,22.72,1
904,22.8,1
917,22.96,1
919,23.38,1
926,23.6,1
881,24,1
907,23.6,1
897,24.22,1
909,24.8,1
902,25.24,1
903,25.48,1
890,25.74,1
882,25.98,1
870,25.78,1
855,25.8,1
839,26.42,1
823,27.3,1
805,27.22,1
783.7,27.16,1
762.3,27.3,1
738.9,27.4,1
715.1,27.5,1
686.6,27.52,1
662.2,27.74,1
633.4,28,1
608.7,28.54,1
578.6,28.8,1
549.2,28.6,1
516.5,28.38,1
488.9,28.4,1
460,28.7,1
427.7,29.08,1
392.5,28.26,1
359.5,28.8,1
326.1,28.64,1
292.4,27.96,1
259.1,27.7,1
226.1,27.9,1
193.9,27.66,1
160.2,27.5,1
126.5,27.34,1
94.6,26.8,1
65.92,26.46,1
39.87,26.1,1
15.88,24.98,1
4.32,23.86,1
2.41,10.88,1
2.23,12.26,1
16.52,12.9,1
36.17,13.3,1
65.51,13.5,1
53.34,13.3,1
62.27,13.4,1
73.45,13.84,1
85.7,14,1
95.2,14.38,1
63.49,14.6,1
174,14.7,1
322.7,15.72,1
374,16.86,1
430.6,17.76,1
460.3,18.5,1
521,19.24,1
513.2,19.82,1
539.7,19.76,1
628.1,19.9,1
521.7,20.6,1
626.7,20.8,1
731.6,21.48,1
661.8,21.9,1
628.4,22.4,1
697.9,22.8,1
746.7,22.56,1
761.6,23.36,1
741.2,23.5,1
557.9,23.2,1
556.7,22.5,1
595.2,22.9,1
641.1,23.22,1
750.8,23.8,1
470.9,23.66,1
508.2,23.5,1
523.4,23.64,1
462,23.2,1
557.8,23.04,1
543.8,23.64,1
378.6,23.48,1
415.7,23.42,1
381.6,23.42,1
295.6,23.58,1
346,23.3,1
478.5,23.3,1
382.6,23.04,1
171,22.48,1
187.8,22.4,1
350.9,22.52,1
351.6,22.94,1
260.7,23.2,1
324.2,22.9,1
311.3,23,1
327.6,23.12,1
270.2,23.1,1
216,23.3,1
191.5,23,1
228.7,23,1
249.2,23.4,1
157.6,23.3,1
148.4,23,1
196.8,23.1,1
206,23.3,1
298.6,23.22,1
338,23,1
379.9,23.44,1
272.8,24,1
171.9,24.2,1
129.6,23.6,1
122.9,23.3,1
125.3,23.2,1
123,23,1
164.4,22.8,1
132.9,22.9,1
92.1,22.86,1
67.36,22.5,1
54.5,22.12,1
27.1,21.5,1
7.5,20.9,1
1.09,20.44,1
1.74,10.3,1
1.1,10.1,1
7.48,9.9,1
24.29,9.9,1
44.64,9.88,1
107.5,9.8,1
168.3,10,1
142.2,9.9,1
184.3,9.9,1
125.4,10.1,1
156.5,9.62,1
323.8,10.36,1
356.1,10.9,1
391.7,10.9,1
428.5,11.22,1
441.2,11.8,1
419.5,11.4,1
336.2,12.28,1
593.3,11.8,1
651.4,12.28,1
142.2,12.28,1
376.2,12.08,1
598.4,12.88,1
569.2,13.62,1
225.2,13.2,1
860,14.3,1
874,14.5,1
502.5,14.78,1
260.1,14.22,1
1031,14.8,1
990,16.12,1
584.8,15.18,1
489.1,16.36,1
490.3,15.5,1
1077,16.4,1
795.5,17.56,1
1045,17.88,1
1017,17.76,1
1026,18.18,1
690.7,18.18,1
247.7,17.52,1
214.9,16.3,1
1056,17.48,1
710.5,18.52,1
1127,18.84,1
1093,18.28,1
1131,18.54,1
515.7,18.28,1
996,19.5,1
966,19.78,1
944,20.36,1
939,20.3,1
322.7,20.42,1
148.4,19.44,1
160.8,18.32,1
90.8,18.2,1
150.2,18.02,1
726,17.64,1
736.5,19.56,1
151.7,18.58,1
664.1,19.5,1
158.7,19.3,1
696.7,19.2,1
638.3,20,1
519.3,19.9,1
552.3,18.94,1
407.5,19.48,1
200.8,19.1,1
511.9,19.14,1
390.9,19.02,1
129.5,18.92,1
315.9,18.4,1
250.3,18.3,1
207,18.2,1
157.4,17.9,1
143.5,17.6,1
107.4,17.16,1
39.16,16.6,1
20.68,16,1
12.61,15.5,1
4.92,15.02,1
3.85,4.9,1
2.22,4.8,1
22.17,5.06,1
53.04,5.3,1
86.3,6,1
116.6,6.4,1
150,6.84,1
186.7,7.96,1
215,9.16,1
237.5,10.04,1
252.2,10.68,1
284.6,10.7,1
343.3,11.1,1
375.5,11.6,1
409.2,11.9,1
442.4,12.62,1
472.3,12.9,1
506.2,13.3,1
537.6,13.44,1
568,14.16,1
558.9,14.08,1
628.6,14.36,1
659.3,14.62,1
683.2,15.1,1
708.2,15.36,1
734.3,15.9,1
757.9,16.4,1
782.2,16.3,1
802,17,1
822,17.3,1
842,17.42,1
823,17.92,1
871,18,1
884,18.32,1
898,18.12,1
917,18.5,1
906,19.18,1
911,19.08,1
941,19.42,1
945,20.24,1
952,20.06,1
928,20.24,1
938,20.48,1
928,20.56,1
921,20.6,1
914,20.9,1
894,20.18,1
909,20.46,1
880,20.9,1
863,20.32,1
871,20.72,1
850,21.2,1
829,20.98,1
814,21.7,1
793.7,21.64,1
779.3,21.66,1
731.4,21.9,1
681.3,21.42,1
713.3,21.5,1
662.5,21.2,1
698,21.34,1
605.3,21.6,1
549,21.7,1
545.9,21.76,1
474.9,21.7,1
475.6,21.4,1
443.1,21.5,1
364.6,21.4,1
291.3,21.7,1
322.1,21.1,1
304.2,21.2,1
287.7,21.28,1
255.1,21.02,1
168.8,21,1
174,20.78,1
96.4,20.6,1
94.5,20.4,1
66.55,20.2,1
47.09,20,1
23.64,19.8,1
8.48,19.6,1
1.12,19.16,1
4.87,8.7,1
7.69,8.7,1
21.79,8.7,1
39.91,8.7,1
72.92,9.2,1
81.4,9.74,1
71.01,10.3,1
57.87,10.7,1
93.2,11,1
107.6,11.4,1
182.2,11.7,1
344,12.16,1
231.5,12.72,1
189,12.8,1
273.1,12.9,1
459,13.8,1
456.2,13.9,1
545.2,14.2,1
520.6,14.42,1
539.2,14.7,1
623.8,14.94,1
626.6,15.82,1
600.7,16.12,1
609.8,16.34,1
566,16.62,1
636,16.36,1
630.3,17.2,1
604.8,17.2,1
628.7,18,1
510.3,17.9,1
528.2,17.76,1
620.9,17.2,1
639.1,18.38,1
560.4,18.22,1
533.4,17.52,1
745.1,18.44,1
812,18.6,1
675,20.02,1
597.2,19.42,1
438.2,19.14,1
606.2,18.84,1
641.8,19.16,1
589.8,19.8,1
551.8,20.52,1
1076,19.6,1
704.3,19.9,1
1073,20.44,1
544.5,21.22,1
682,20.78,1
502.3,21.64,1
776.8,21.5,1
729.4,21.5,1
811,22.12,1
791.8,22.2,1
601.9,22.36,1
736.8,21.86,1
726.7,22.2,1
688.5,22.4,1
663.8,22.34,1
622.6,23.26,1
567.1,22.96,1
373.8,23.16,1
289.9,22.48,1
282.5,21.7,1
258.2,21.6,1
241.6,21.38,1
220,21.4,1
180.1,21,1
180.5,21,1
158.3,20.8,1
120.8,20.6,1
103.1,20.16,1
99.4,19.8,1
62.96,19.52,1
36.31,19.1,1
21.64,18.72,1
17.89,18.4,1
20.18,18.1,1
13.48,17.8,1
9.87,17.5,1
5.27,17.2,1
0.77,12.3,1
3.23,12.3,1
5.66,12.3,1
13.76,12.2,1
21.01,12.2,1
27.24,12.3,1
36.29,12.3,1
32.11,12.3,1
37.59,12.3,1
39.92,12.2,1
43.96,12.3,1
47.94,12.3,1
64.89,12.26,1
74.16,12.1,1
92.3,12,1
88.7,12,1
68.26,12,1
63.01,11.76,1
87,11.5,1
94.3,11.5,1
104.6,11.6,1
112.6,11.6,1
117.3,11.7,1
148.5,11.9,1
170.4,11.9,1
148.7,12.1,1
87.7,12.1,1
95.5,12,1
111.7,12,1
25.25,11.96,1
83.6,10.5,1
84.8,10.54,1
63.96,10.3,1
32.99,10.6,1
48.01,10.5,1
106.3,10.5,1
40.9,10.6,1
76.84,10.7,1
75.92,10.46,1
116.1,10.3,1
159.1,10.3,1
214.6,10.56,1
164.5,10.64,1
152.8,10.76,1
86.5,10.8,1
73.56,10.9,1
40.6,10.74,1
26.82,10.4,1
30.21,10.1,1
123.8,9.86,1
412.2,10.1,1
345.4,10.8,1
257.5,11.1,1
196.4,11.2,1
101.2,11,1
44.01,10.9,1
107.1,10.7,1
179.2,10.7,1
281.6,11.2,1
132,11.42,1
151.5,11.3,1
189.5,11.3,1
98.3,11,1
52.15,10.9,1
26.78,10.7,1
49.82,10.5,1
65.24,10.5,1
39.43,10.5,1
77.81,9.98,1
103.6,9.4,1
192.1,9.5,1
156.3,9.8,1
122.2,9.8,1
130.7,10,1
50.24,9.9,1
