ghi,air_temp,,
459.7,16,5679,1
639.9,18.88,5680,1
795.4,21.2,5681,1
900,23.28,5682,1
950,25.44,5683,1
936,27,5684,1
857,28.06,5685,1
729.6,29.2,5686,1
567,28.92,5687,1
374,28.9,5688,1
174.4,28.54,5689,1
7.48,25.86,5690,1
107.5,13,5691,1
303.5,16.64,5692,1
502.5,19.74,5693,1
676.5,21.9,5694,1
822,24.5,5695,1
918,27.22,5696,1
958,29.14,5697,1
934,30.48,5698,1
844,31.66,5699,1
708.3,32.6,5700,1
529.5,32.3,5701,1
334,31.6,5702,1
134.9,30.3,5703,1
3.58,26.94,5704,1
129.9,17.24,5705,1
325.4,21.1,5706,1
530.1,25,5707,1
702.8,27.4,5708,1
841,28.8,5709,1
932,30.9,5710,1
968,32,5711,1
924,32.98,5712,1
822,33.7,5713,1
678.9,33.2,5714,1
502.1,33.14,5715,1
302.9,32.9,5716,1
103.3,31.84,5717,1
2.25,12.9,5718,1
155.1,14.1,5719,1
354.8,17.18,5720,1
547.5,19.9,5721,1
713.7,22.8,5722,1
842,25.6,5723,1
917,26.7,5724,1
932,28.36,5725,1
885,28.9,5726,1
789.7,29.3,5727,1
642.4,29.54,5728,1
467.4,29.58,5729,1
275,29.3,5730,1
81.2,26.86,5731,1
9.69,9.9,5732,1
181.5,11.7,5733,1
385.6,14.1,5734,1
577.2,16.1,5735,1
747,18.96,5736,1
873,21.88,5737,1
942,23.8,5738,1
954,25.1,5739,1
898,26.7,5740,1
793,26.52,5741,1
637.2,26.46,5742,1
460.1,24.84,5743,1
265,23,5744,1
77.34,20.28,5745,1
7.57,9.5,5746,1
58.92,9.76,5747,1
195.9,10.9,5748,1
307,12.96,5749,1
746.1,16.14,5750,1
872,17.56,5751,1
939,20.5,5752,1
945,22.38,5753,1
891,23.24,5754,1
784.2,24.6,5755,1
637.1,25.2,5756,1
464,24.78,5757,1
266.5,23.6,5758,1
72.28,20.46,5759,1
22.16,8.8,5760,1
186.3,11.98,5761,1
384.1,13.82,5762,1
569.6,15.62,5763,1
725.3,18.04,5764,1
850,19.5,5765,1
925,21.68,5766,1
955,23.82,5767,1
806,25.22,5768,1
642.3,24.2,5769,1
521.4,25.06,5770,1
400.4,24.8,5771,1
190.4,23.22,5772,1
53.11,21.6,5773,1
20.12,8.9,5774,1
187.1,11.64,5775,1
390,13.18,5776,1
582.4,15,5777,1
739.8,16.76,5778,1
854,19.66,5779,1
922,21.2,5780,1
918,22.56,5781,1
871,23.6,5782,1
759.6,24.5,5783,1
639.1,24.96,5784,1
457.7,25.14,5785,1
261.2,24.7,5786,1
65.46,23.9,5787,1
0.67,12.1,5788,1
2.7,10.68,5789,1
117.5,11.2,5790,1
184.5,12.4,5791,1
412.5,15.5,5792,1
471.1,15.6,5793,1
437.3,16.54,5794,1
403.6,17.38,5795,1
533.4,17.54,5796,1
485,19.34,5797,1
698.8,18.36,5798,1
233.5,16.9,5799,1
128.9,15,5800,1
41.3,14.1,5801,1
7.53,6.86,5802,1
113.1,7.86,5803,1
374.3,12.3,5804,1
554,14.1,5805,1
726.5,15.22,5806,1
880,17.5,5807,1
941,18.44,5808,1
998,19.7,5809,1
322.7,20.88,5810,1
792.6,22.08,5811,1
643.2,22.74,5812,1
458.5,22.2,5813,1
268,21.82,5814,1
95.3,20.46,5815,1
3.91,7.9,5816,1
143.7,9.5,5817,1
318.4,11.92,5818,1
541.4,14.64,5819,1
712.6,17.46,5820,1
845,19.6,5821,1
926,20.9,5822,1
950,21.76,5823,1
913,23.82,5824,1
815,25.2,5825,1
674.1,25.84,5826,1
499,26.2,5827,1
297.2,25.8,5828,1
111.1,23.5,5829,1
7.99,9.5,5830,1
64.1,10,5831,1
328.7,13.02,5832,1
519.3,15.24,5833,1
689.2,17.7,5834,1
827,20.3,5835,1
920,21.66,5836,1
933,24.72,5837,1
827,25.6,5838,1
838,27.42,5839,1
671.1,27.36,5840,1
515.6,27.24,5841,1
240.6,26.9,5842,1
172,24.3,5843,1
1.25,21,5844,1
118.1,10.64,5845,1
363.3,14.22,5846,1
526,16.8,5847,1
611,17.96,5848,1
576.8,19.1,5849,1
930,20.76,5850,1
969,22.92,5851,1
941,23.34,5852,1
877,23.4,5853,1
736.7,23.44,5854,1
557.7,23.3,5855,1
316.8,21.44,5856,1
87.8,19.6,5857,1
20.76,17.7,5858,1
76.96,8.8,5859,1
144.8,10.6,5860,1
555.9,12.32,5861,1
691.2,13.38,5862,1
651,15.26,5863,1
929,17.58,5864,1
976,18.78,5865,1
985,20.04,5866,1
924,20.8,5867,1
780.6,21.9,5868,1
607.4,21.6,5869,1
434,22.14,5870,1
171.6,20.5,5871,1
25.79,18.9,5872,1
33.91,8.5,5873,1
235.7,10.94,5874,1
441.4,13.18,5875,1
636.7,15.08,5876,1
480.1,15.18,5877,1
1018,17.78,5878,1
370.8,18.26,5879,1
738.8,18.84,5880,1
973,19.7,5881,1
758.8,20.8,5882,1
425.8,20.1,5883,1
499.9,20.32,5884,1
313.3,18.2,5885,1
49.18,16.7,5886,1
2.99,8.1,5887,1
72.07,9.2,5888,1
335.4,12.9,5889,1
491.4,15.08,5890,1
659.9,16.6,5891,1
675.3,18.34,5892,1
960,19.9,5893,1
1055,21.1,5894,1
830,21.26,5895,1
431.2,21.5,5896,1
244.9,20.5,5897,1
4.86,14.04,5898,1
2.11,10.9,5899,1
1.4,11.2,5900,1
2.2,9.7,5901,1
120,10.4,5902,1
260.1,12.48,5903,1
183.6,12.8,5904,1
427.2,13.2,5905,1
255.6,14.34,5906,1
575.5,17.2,5907,1
1044,19.7,5908,1
1025,20.8,5909,1
987,21.86,5910,1
788,21.9,5911,1
582.1,22.24,5912,1
375.3,21.74,5913,1
71.63,19.48,5914,1
12.71,17.62,5915,1
26.21,9.3,5916,1
87.2,11.6,5917,1
463.7,13.1,5918,1
653.7,15.24,5919,1
713.5,17,5920,1
925,19.6,5921,1
944,21.94,5922,1
934,23.1,5923,1
879,23.8,5924,1
763.7,24.56,5925,1
611.6,24.82,5926,1
459.6,25.12,5927,1
235,23.66,5928,1
31.37,20.92,5929,1
16.28,9.58,5930,1
148.2,11.6,5931,1
409.7,13.9,5932,1
292.1,15.32,5933,1
360.1,15.5,5934,1
383.8,16.68,5935,1
581.4,17.96,5936,1
552.7,18.96,5937,1
970,21.26,5938,1
871,23.6,5939,1
681.3,23.6,5940,1
258.1,21.2,5941,1
159.9,20.3,5942,1
106.4,19.7,5943,1
1.79,17.66,5944,1
103.6,10.3,5945,1
141,12.2,5946,1
337.3,13.72,5947,1
830,16.1,5948,1
809,17.18,5949,1
958,19.4,5950,1
1041,20.8,5951,1
766.1,22.06,5952,1
880,22.84,5953,1
730.6,23.52,5954,1
566.8,22.8,5955,1
380.2,22.4,5956,1
194.2,20.5,5957,1
29.44,17.9,5958,1
13.78,9.6,5959,1
53.29,10.24,5960,1
454,14.04,5961,1
746,14.96,5962,1
832,17.6,5963,1
890,18.84,5964,1
968,20.54,5965,1
950,22.94,5966,1
900,24.2,5967,1
797.4,24.8,5968,1
638.7,25.26,5969,1
464,24.8,5970,1
273.1,24.1,5971,1
94.4,22.3,5972,1
2.28,9.3,5973,1
149.7,11.5,5974,1
339.8,13.82,5975,1
529.3,15.5,5976,1
698.7,17.26,5977,1
833,19.28,5978,1
921,21.7,5979,1
951,23.22,5980,1
924,23.74,5981,1
840,24.76,5982,1
706.7,24.34,5983,1
541.9,23.78,5984,1
360.8,22.74,5985,1
174,21.3,5986,1
11.27,17.74,5987,1
11.47,12.4,5988,1
114.1,13,5989,1
116.5,13.8,5990,1
243.1,14.42,5991,1
356.1,14.8,5992,1
446.7,16.32,5993,1
1073,18.64,5994,1
751.6,20.54,5995,1
896,21.68,5996,1
866,22.8,5997,1
320.7,22.58,5998,1
314.7,22.3,5999,1
303.3,21.6,6000,1
42.08,19.08,6001,1
3.83,12.5,6002,1
43.3,13,6003,1
131.2,13.58,6004,1
302.5,14.58,6005,1
388.8,15.1,6006,1
1014,16.9,6007,1
987,20.14,6008,1
1142,21.48,6009,1
294.7,21.74,6010,1
1064,23.9,6011,1
883,24.78,6012,1
703.3,24.5,6013,1
353,23.56,6014,1
184.2,21.2,6015,1
13.47,18.6,6016,1
21.37,12.1,6017,1
123.2,13,6018,1
202.8,14.2,6019,1
279.8,15.54,6020,1
897,18.82,6021,1
425.9,19.38,6022,1
832,21.9,6023,1
960,23.94,6024,1
857,24.9,6025,1
774.7,24.66,6026,1
629.4,24.6,6027,1
474.6,25.22,6028,1
411.1,24.8,6029,1
90.4,23.8,6030,1
6.27,10.6,6031,1
158.8,12.8,6032,1
345.9,14.44,6033,1
531.9,16.66,6034,1
699.3,20.16,6035,1
833,22.36,6036,1
915,23.98,6037,1
952,25.34,6038,1
922,26.66,6039,1
834,28.06,6040,1
707.9,28.58,6041,1
547.7,27.7,6042,1
365.7,26.56,6043,1
180.4,25.4,6044,1
19.2,21.84,6045,1
69.13,10.8,6046,1
230,12.7,6047,1
459.5,14,6048,1
611.3,17.2,6049,1
768.6,19.6,6050,1
883,21.9,6051,1
947,23.1,6052,1
950,24.72,6053,1
896,26.08,6054,1
791.6,26.84,6055,1
644,26.88,6056,1
472.6,26.24,6057,1
285.9,25,6058,1
105.8,22.06,6059,1
2.82,11,6060,1
37.68,11.2,6061,1
122.5,12,6062,1
565.5,14.2,6063,1
690.4,17.3,6064,1
833,19.44,6065,1
929,21.22,6066,1
969,23.48,6067,1
955,24.64,6068,1
882,25.52,6069,1
755.9,26.8,6070,1
593.4,27.12,6071,1
412.8,26,6072,1
224.1,24.7,6073,1
46.46,21.26,6074,1
10.36,11.1,6075,1
49.76,11.24,6076,1
128.7,12,6077,1
656.3,14.1,6078,1
754.3,17.16,6079,1
880,20.72,6080,1
957,23.14,6081,1
975,26.28,6082,1
935,26.94,6083,1
837,27.3,6084,1
692.5,28.36,6085,1
522.8,28.3,6086,1
335.3,28.16,6087,1
148.1,26.18,6088,1
3.13,21.8,6089,1
118.3,10.7,6090,1
207.9,12.6,6091,1
537.7,14.8,6092,1
590.8,17.94,6093,1
808,21.62,6094,1
686.3,24.38,6095,1
701.5,25.6,6096,1
408.4,25.7,6097,1
395.4,26.1,6098,1
596,27.88,6099,1
386.6,27.92,6100,1
188.3,30.08,6101,1
281.2,29.9,6102,1
85.8,29.4,6103,1
5.75,10.24,6104,1
162.3,12.8,6105,1
354,15.74,6106,1
541.4,18.3,6107,1
710.6,21.5,6108,1
850,24.6,6109,1
904,27.6,6110,1
974,29.26,6111,1
935,30.62,6112,1
824,31.4,6113,1
635.4,32.04,6114,1
594.3,31.7,6115,1
418.8,32.5,6116,1
208.3,31.66,6117,1
20.05,28.3,6118,1
28.74,12.22,6119,1
247.2,15.2,6120,1
439.7,18.28,6121,1
652.9,20.1,6122,1
787.2,24.1,6123,1
920,27.18,6124,1
1023,29.9,6125,1
994,30.78,6126,1
600.5,32,6127,1
813,32.92,6128,1
712.3,34.5,6129,1
318.8,33.96,6130,1
315.8,31.7,6131,1
161.7,31,6132,1
2.56,26.9,6133,1
102.7,12.56,6134,1
295.4,14.38,6135,1
397.3,18.08,6136,1
734.9,20.98,6137,1
340.5,19.64,6138,1
374.3,22.66,6139,1
998,26.2,6140,1
543.2,27.68,6141,1
767.2,27.12,6142,1
414,26.64,6143,1
274.5,25.92,6144,1
302.1,26.06,6145,1
333.4,25.1,6146,1
100.8,21.64,6147,1
2.35,12.2,6148,1
72.6,13.2,6149,1
128.7,14.86,6150,1
521.7,16.9,6151,1
653.3,19.42,6152,1
855,21.18,6153,1
952,23.1,6154,1
965,23.62,6155,1
943,24.5,6156,1
878,26.22,6157,1
745,26.2,6158,1
581.5,25.94,6159,1
404.1,25.7,6160,1
216.6,24.04,6161,1
50.54,22.3,6162,1
10.58,12.2,6163,1
117.5,14,6164,1
416.8,15.7,6165,1
573.1,17.7,6166,1
736.5,20.44,6167,1
862,22.9,6168,1
944,24.8,6169,1
968,25.6,6170,1
934,27.04,6171,1
844,28.1,6172,1
706.2,29.4,6173,1
541.2,28.94,6174,1
344.2,28.6,6175,1
176.8,28.1,6176,1
11.34,24.7,6177,1
67.08,12.3,6178,1
245.6,15.1,6179,1
441,17.6,6180,1
635.1,19.84,6181,1
772.3,22.94,6182,1
901,24.34,6183,1
974,25.96,6184,1
964,28.36,6185,1
909,29.1,6186,1
521.7,27.94,6187,1
447.7,26.84,6188,1
245.7,25.92,6189,1
115,23.78,6190,1
80.1,21.3,6191,1
1.83,19.1,6192,1
103.6,11.3,6193,1
285.7,14.6,6194,1
479.4,16.8,6195,1
603.7,18.94,6196,1
808,20.96,6197,1
916,24.06,6198,1
965,25.6,6199,1
958,27.26,6200,1
889,28.2,6201,1
777.4,28.8,6202,1
626.1,29.1,6203,1
465.9,28.54,6204,1
304.1,29.26,6205,1
79.71,27.1,6206,1
2.18,13.34,6207,1
145.1,16.14,6208,1
330.8,19.8,6209,1
516.4,22.22,6210,1
685.2,23.42,6211,1
836,26.88,6212,1
919,27.8,6213,1
957,30.2,6214,1
999,30.92,6215,1
895,31.22,6216,1
740.8,32.24,6217,1
247.8,31.84,6218,1
213.9,32.18,6219,1
154.9,29.66,6220,1
7.4,26.5,6221,1
14.54,13.6,6222,1
181.7,15.5,6223,1
366.3,18.98,6224,1
553.5,21.3,6225,1
714.4,23.9,6226,1
849,26.08,6227,1
931,28.48,6228,1
958,30.1,6229,1
928,31.96,6230,1
845,31.72,6231,1
96.5,31.1,6232,1
117.6,28.8,6233,1
18.73,27.3,6234,1
70.81,26.5,6235,1
39.85,25.2,6236,1
50.49,14.8,6237,1
217.6,17.94,6238,1
404,19.9,6239,1
582,23.12,6240,1
738.3,25.3,6241,1
860,28.74,6242,1
930,30.94,6243,1
943,33.48,6244,1
898,34.66,6245,1
807,35.74,6246,1
667.6,36.6,6247,1
501.3,35.72,6248,1
323.2,34.7,6249,1
146.1,33.6,6250,1
7.76,31.72,6251,1
78.71,20.1,6252,1
247.5,24.16,6253,1
432.8,28,6254,1
605.1,30.8,6255,1
755.1,32.42,6256,1
875,34.24,6257,1
939,36.04,6258,1
942,37.6,6259,1
893,37.96,6260,1
797.7,38.96,6261,1
650.1,39.3,6262,1
483.7,39.1,6263,1
303.5,38.94,6264,1
124.8,37.9,6265,1
1.2,34.7,6266,1
102.4,22.4,6267,1
278.5,26.3,6268,1
469.6,29.3,6269,1
660.4,31.4,6270,1
792,31.4,6271,1
915,28.9,6272,1
648.6,31.52,6273,1
1004,33.4,6274,1
359,31.98,6275,1
360.6,32.32,6276,1
179.3,29,6277,1
113.4,27.1,6278,1
61.19,25.7,6279,1
19.66,25.2,6280,1
0.92,19.88,6281,1
38.03,20.5,6282,1
178.7,21.5,6283,1
168.8,22.3,6284,1
104.4,22.7,6285,1
96.5,20.6,6286,1
147.3,19.7,6287,1
317.3,20.48,6288,1
301.1,20.8,6289,1
217,21.54,6290,1
197,21.9,6291,1
107.3,21.6,6292,1
109.8,22.2,6293,1
42.25,21.4,6294,1
9.25,20.5,6295,1
3.46,16.3,6296,1
147.2,18.38,6297,1
330.4,22.4,6298,1
510.7,23.6,6299,1
680.3,25.42,6300,1
822,27.2,6301,1
918,28.96,6302,1
960,30.3,6303,1
943,32,6304,1
867,33.12,6305,1
737.1,34.62,6306,1
579,35.1,6307,1
396.8,35.52,6308,1
214.7,34.8,6309,1
53.85,30.46,6310,1
12.43,17.18,6311,1
183.3,19.6,6312,1
368.9,22.5,6313,1
553.5,25.8,6314,1
720.5,28.6,6315,1
854,30.4,6316,1
943,34.1,6317,1
972,35.7,6318,1
946,37.66,6319,1
862,38.66,6320,1
735.7,40.14,6321,1
568.5,39.8,6322,1
386.5,39.5,6323,1
199.4,37.36,6324,1
39.58,33.58,6325,1
20.85,18.82,6326,1
201.5,21.66,6327,1
387.9,24.82,6328,1
569.1,26.3,6329,1
733.2,28.08,6330,1
864,31.06,6331,1
946,32.68,6332,1
966,34,6333,1
934,35.14,6334,1
852,36.02,6335,1
720.1,36.42,6336,1
559.2,35.76,6337,1
377.6,35.58,6338,1
195.6,31.7,6339,1
24.86,27.24,6340,1
55.73,12.92,6341,1
231.8,15.2,6342,1
428.6,17.58,6343,1
612.5,19.9,6344,1
772.2,23.2,6345,1
898,25.38,6346,1
976,28,6347,1
990,29.26,6348,1
955,31.34,6349,1
861,32.7,6350,1
714.1,33.08,6351,1
543.6,31.86,6352,1
358.7,30.3,6353,1
173,28.5,6354,1
13.68,24.7,6355,1
79.83,11.4,6356,1
261.4,13.2,6357,1
455.8,15.96,6358,1
637.5,18.3,6359,1
793.2,21.3,6360,1
909,24.28,6361,1
975,26.5,6362,1
985,28.72,6363,1
931,30.86,6364,1
839,31.02,6365,1
691.9,31.94,6366,1
518.5,32.18,6367,1
333.8,30.4,6368,1
148.7,27.7,6369,1
3.94,23.6,6370,1
101.7,12.1,6371,1
280.2,16.2,6372,1
477.7,19.6,6373,1
657.3,23.04,6374,1
815,25.16,6375,1
927,27.52,6376,1
989,30.58,6377,1
1005,32.72,6378,1
989,34.16,6379,1
807,35.3,6380,1
676.8,35.9,6381,1
498.9,35.8,6382,1
309.3,35.26,6383,1
121.6,33.06,6384,1
6.64,28.96,6385,1
152.3,15.48,6386,1
217.8,18.6,6387,1
457.7,21.12,6388,1
655.3,24.62,6389,1
823,27.6,6390,1
803,30.2,6391,1
1014,31.8,6392,1
701.5,32.38,6393,1
711,34.54,6394,1
813,36.66,6395,1
654.9,36.6,6396,1
474.1,36.88,6397,1
293.5,36.44,6398,1
115,34.2,6399,1
4.15,15.3,6400,1
132.9,16.5,6401,1
327.5,19.7,6402,1
520.7,22.52,6403,1
696.3,25.52,6404,1
844,26.76,6405,1
949,30.06,6406,1
1005,31.32,6407,1
988,32.52,6408,1
927,33.7,6409,1
815,34.38,6410,1
648.2,34.1,6411,1
470.3,33,6412,1
280.9,31.1,6413,1
98.1,28.18,6414,1
2.07,12.9,6415,1
155.3,14.84,6416,1
343.9,18.5,6417,1
534.6,20.54,6418,1
707.4,24.58,6419,1
854,26.5,6420,1
951,30.1,6421,1
998,31.08,6422,1
978,32.6,6423,1
911,34.1,6424,1
784.9,35.02,6425,1
633.5,34.8,6426,1
449.7,35.2,6427,1
273.7,34.5,6428,1
47.81,31.9,6429,1
8.5,14.9,6430,1
112.3,16.2,6431,1
366.3,22.1,6432,1
475.7,25.16,6433,1
614.7,27.8,6434,1
874,29.48,6435,1
998,31.5,6436,1
872,34.06,6437,1
962,34.8,6438,1
903,35.34,6439,1
792.2,36.7,6440,1
593.2,37,6441,1
431.3,36.16,6442,1
262.6,34.76,6443,1
29.13,31.5,6444,1
9.45,15.1,6445,1
194.4,16.4,6446,1
388.1,17.5,6447,1
577.1,20.28,6448,1
744.5,22.26,6449,1
882,24.4,6450,1
964,27.48,6451,1
995,28.14,6452,1
970,30.54,6453,1
897,31.58,6454,1
762.6,31.76,6455,1
593.9,31.2,6456,1
421.7,31.04,6457,1
232.2,28.8,6458,1
54.25,25.58,6459,1
12.62,11.82,6460,1
207.9,14.98,6461,1
395.5,18.3,6462,1
578.9,19.9,6463,1
741.4,23.44,6464,1
874,24.76,6465,1
953,27.44,6466,1
980,30.1,6467,1
944,31.46,6468,1
861,31.34,6469,1
730,33.3,6470,1
564,32.84,6471,1
390.5,33.64,6472,1
205,31.74,6473,1
37.35,28.54,6474,1
38.64,13.4,6475,1
214.7,16.56,6476,1
402.1,20.42,6477,1
582.1,24.1,6478,1
748,25.94,6479,1
875,28.3,6480,1
956,30.36,6481,1
977,32.36,6482,1
936,33.5,6483,1
848,34.4,6484,1
711.9,34.7,6485,1
552.9,35.38,6486,1
367.9,35.4,6487,1
180.7,32.68,6488,1
22.3,29.74,6489,1
50.64,14.9,6490,1
216.8,17.48,6491,1
406.4,20.7,6492,1
584.8,24.56,6493,1
745.3,26.04,6494,1
866,29.74,6495,1
941,31.8,6496,1
957,33.82,6497,1
919,36.2,6498,1
822,36.06,6499,1
682.2,36.9,6500,1
519.1,36.64,6501,1
340,35.72,6502,1
103.9,34.08,6503,1
15.82,30.8,6504,1
64.71,19.8,6505,1
230.2,23.9,6506,1
417.3,25.9,6507,1
587.6,29.5,6508,1
746.8,32.1,6509,1
866,33.76,6510,1
933,35.72,6511,1
940,37.84,6512,1
893,38.1,6513,1
810,39.64,6514,1
651.6,39.66,6515,1
498.2,39.4,6516,1
242.5,38.94,6517,1
137.1,36.28,6518,1
4.92,32.78,6519,1
74.48,21.9,6520,1
259.9,25.08,6521,1
436.9,27.26,6522,1
620,29.9,6523,1
771.5,32.54,6524,1
877,35.3,6525,1
940,36.6,6526,1
946,38.72,6527,1
889,39.64,6528,1
792.9,40.18,6529,1
649.6,41,6530,1
497.3,40.02,6531,1
343.5,39.18,6532,1
43.46,34.84,6533,1
1.5,29.4,6534,1
139.3,18.4,6535,1
179.5,19.7,6536,1
281.6,20.9,6537,1
808,22.74,6538,1
835,24.2,6539,1
589.4,26.3,6540,1
960,30.96,6541,1
946,30.84,6542,1
504.5,31.8,6543,1
820,33.4,6544,1
655.5,34.06,6545,1
467.6,33.26,6546,1
189.7,30.34,6547,1
29.2,28.48,6548,1
0.77,19.6,6549,1
30.63,19.5,6550,1
70.62,19.32,6551,1
149.4,20.2,6552,1
138.4,22.8,6553,1
789.5,26.36,6554,1
891,30.6,6555,1
944,32.86,6556,1
514.7,33.68,6557,1
463.4,34.3,6558,1
767.5,35,6559,1
675.6,34.98,6560,1
410.8,32.96,6561,1
298.3,32.58,6562,1
95,30.5,6563,1
1.32,14.7,6564,1
156.1,15.88,6565,1
253,17.32,6566,1
500.7,20.66,6567,1
555.7,24.14,6568,1
826,27.1,6569,1
911,29.6,6570,1
947,32.06,6571,1
943,34.7,6572,1
860,36.86,6573,1
756.1,37.26,6574,1
612.1,37.88,6575,1
429.4,37.7,6576,1
247.3,37.4,6577,1
82.1,35.12,6578,1
6.1,20.92,6579,1
149.8,23.12,6580,1
336.1,25.4,6581,1
484.8,28.3,6582,1
696.5,30.54,6583,1
729.9,33.74,6584,1
930,36.14,6585,1
847,38,6586,1
932,40.1,6587,1
673.7,39.86,6588,1
742.3,40.44,6589,1
564.6,41.74,6590,1
415.1,41.3,6591,1
163.2,40.4,6592,1
86.4,39,6593,1
15.59,22.7,6594,1
128.4,24.12,6595,1
197.8,28.7,6596,1
488.7,31.12,6597,1
716.5,31.62,6598,1
656.2,32.82,6599,1
578.8,34.34,6600,1
569.1,35.6,6601,1
378.4,35.6,6602,1
478.6,38.22,6603,1
786.8,39.32,6604,1
440.9,39.14,6605,1
173.2,37,6606,1
230.3,36.1,6607,1
45.71,35.6,6608,1
51,25,6609,1
219,26.3,6610,1
345.9,29.36,6611,1
607.4,29.78,6612,1
718.8,30.14,6613,1
849,30.52,6614,1
917,32.08,6615,1
939,34.5,6616,1
904,35.6,6617,1
526.1,35.1,6618,1
318.6,34.52,6619,1
153.1,33.78,6620,1
95,32.3,6621,1
13.53,30.9,6622,1
3.17,28.8,6623,1
16.85,19.7,6624,1
90.4,21.3,6625,1
335.3,24.04,6626,1
133.1,24.18,6627,1
269.6,20.56,6628,1
418.8,25.54,6629,1
929,28.6,6630,1
936,33.16,6631,1
888,35.16,6632,1
796.9,36.5,6633,1
655.3,37.02,6634,1
488.7,37.34,6635,1
312,36.94,6636,1
137,34.74,6637,1
5.65,30.78,6638,1
73.23,18.4,6639,1
335.9,20.6,6640,1
262.4,21.3,6641,1
612.1,25.06,6642,1
774.2,29.2,6643,1
914,32.1,6644,1
937,34.68,6645,1
946,35.6,6646,1
529.6,37.34,6647,1
488.1,38,6648,1
306.5,38.58,6649,1
442.5,37.96,6650,1
156.2,36.2,6651,1
111,33.72,6652,1
3.84,15.7,6653,1
121.4,16.44,6654,1
302.1,18.3,6655,1
482.2,19.88,6656,1
650.1,22.74,6657,1
792.6,24.3,6658,1
894,26.14,6659,1
939,28.08,6660,1
932,31,6661,1
880,31.76,6662,1
786.7,31.88,6663,1
602.7,32.6,6664,1
432.2,31.2,6665,1
251.6,28.72,6666,1
55.49,25.72,6667,1
4.15,14.8,6668,1
54.65,15.84,6669,1
159.6,16.5,6670,1
518,18.98,6671,1
713.2,21.16,6672,1
802,24.26,6673,1
910,27.16,6674,1
721.9,28.94,6675,1
929,31.76,6676,1
853,32.02,6677,1
725.4,33.7,6678,1
568.4,33.3,6679,1
394.7,33.7,6680,1
213,31.8,6681,1
50.22,28.52,6682,1
14.98,15.6,6683,1
220.4,17.6,6684,1
379.8,19.16,6685,1
569.7,20.7,6686,1
769.9,22.96,6687,1
927,25.24,6688,1
937,27.14,6689,1
1020,28.6,6690,1
938,29.06,6691,1
832,31.94,6692,1
794,33.1,6693,1
317.7,31.64,6694,1
324.3,31,6695,1
106.5,28.2,6696,1
27.98,25.36,6697,1
30.56,14.8,6698,1
83.1,15.7,6699,1
187.3,16.6,6700,1
556.6,19.86,6701,1
770.2,21.2,6702,1
857,23.12,6703,1
841,25.7,6704,1
979,26.5,6705,1
581.8,28.86,6706,1
822,28.32,6707,1
702.1,29.68,6708,1
334.9,27.88,6709,1
362.1,26.9,6710,1
151.7,23.36,6711,1
2.34,20.04,6712,1
10.94,15.5,6713,1
50.21,15.6,6714,1
67.75,16.1,6715,1
109.3,16.8,6716,1
176.3,17.7,6717,1
319.1,19.6,6718,1
322.1,20.9,6719,1
978,22.04,6720,1
941,24.68,6721,1
892,25.44,6722,1
590.4,27.14,6723,1
276.8,24.84,6724,1
251.9,22.6,6725,1
30.11,19.4,6726,1
0.13,15.8,6727,1
30.14,16,6728,1
117.7,16.7,6729,1
189.8,17.4,6730,1
426.7,19.66,6731,1
587.4,20.14,6732,1
964,21.74,6733,1
634.9,23.7,6734,1
1110,24.86,6735,1
881,26.36,6736,1
755.4,27.3,6737,1
747.9,26.62,6738,1
396.9,26.4,6739,1
215.7,25.5,6740,1
36.45,23.5,6741,1
12.85,14.1,6742,1
181,16.2,6743,1
364.6,18.2,6744,1
542,19.86,6745,1
705.3,22.24,6746,1
833,25.1,6747,1
915,27.3,6748,1
943,28.82,6749,1
927,29.74,6750,1
823,30.56,6751,1
714.4,30.6,6752,1
529,30.78,6753,1
346.9,29.3,6754,1
116.8,26.66,6755,1
10.28,24.32,6756,1
40.27,17,6757,1
144.7,18.6,6758,1
144.1,18.6,6759,1
274.1,19.6,6760,1
773.1,21.58,6761,1
468.4,25.08,6762,1
947,27.36,6763,1
943,29.1,6764,1
860,30.66,6765,1
709.8,30.4,6766,1
577.8,29.9,6767,1
477.1,29.8,6768,1
295.6,28.96,6769,1
118.5,28.1,6770,1
3.83,24.8,6771,1
110.1,15.06,6772,1
292.9,19,6773,1
474.5,21.22,6774,1
646.5,23.2,6775,1
794.5,26.42,6776,1
892,28.1,6777,1
941,30,6778,1
930,32,6779,1
876,33.72,6780,1
790.6,34.16,6781,1
635.8,34.4,6782,1
204.4,32.4,6783,1
125.9,32.5,6784,1
75.1,28.94,6785,1
10.03,15.5,6786,1
196,17,6787,1
130.8,19.2,6788,1
535,21.7,6789,1
697.8,23.9,6790,1
832,26.12,6791,1
917,27.4,6792,1
944,30.3,6793,1
921,31.12,6794,1
842,32.52,6795,1
713.2,32.78,6796,1
551.1,32.7,6797,1
373.3,31.44,6798,1
193.8,29.9,6799,1
26.79,26.58,6800,1
53.68,13.86,6801,1
228.8,16.8,6802,1
413.1,19.6,6803,1
593.8,22.72,6804,1
753.4,25.66,6805,1
877,28.66,6806,1
947,30.26,6807,1
958,32.3,6808,1
900,32.94,6809,1
795.1,35.34,6810,1
656.6,35.76,6811,1
484.7,35.38,6812,1
299.8,35.4,6813,1
124,34,6814,1
4.34,29.66,6815,1
105.2,17.8,6816,1
283.2,20.02,6817,1
470.5,22.44,6818,1
639.3,25.46,6819,1
